Samp Subj Run SimPrt00001 SimPrt00002 SimPrt00003 SimPrt00004 SimPrt00005 SimPrt00006 SimPrt00007 SimPrt00008 SimPrt00009 SimPrt00010 SimPrt00011 SimPrt00012 SimPrt00013 SimPrt00014 SimPrt00015 SimPrt00016 SimPrt00017 SimPrt00018 SimPrt00019 SimPrt00020 SimPrt00021 SimPrt00022 SimPrt00023 SimPrt00024 SimPrt00025 SimPrt00026 SimPrt00027 SimPrt00028 SimPrt00029 SimPrt00030
Rep1Run01Tag1 Pseudo-ID-081 1 0.610933012743299 1.88571673363539 1.69190583459431 0.383023941926311 0.15837066515856 NA 0.719802926826486 -0.309401005478638 1.12079686607441 0.291901660428843 0.323682525892753 1.85696281480222 -2.07491771659331 -4.57834913559772 -1.95871436883461 -3.54487855140502 2.13334534818324 2.1655595842723 2.03809788585893 1.4949459437209 0.105975998152617 2.01872708387734 0.906197625484916 -0.107399570506603 0.532508434107994 1.52900008452832 0.417713096804479 3.16121989646479 1.94544470660592 1.42996803332643
Rep1Run01Tag2 Pseudo-ID-026 1 -0.267531131545665 0.61815406176383 0.0867232594665347 -0.31137212025793 1.15480059274386 NA 1.08038012830828 -1.21640915293257 -0.308223659620252 -0.227787274967586 -0.388026757230256 1.19613541185067 -1.64832000199843 -5.18508121106752 -0.31993288090526 -5.42974737688177 1.33547464237176 -0.0489519221486417 1.26580497518886 0.76948533567407 -1.10145307442587 0.879407394432522 -1.29479714398351 -0.646296231106366 -0.762648826356636 1.07066676694576 -0.0447085336550206 0.983345689149127 1.08953157119201 0.765775630190275
Rep1Run01Tag3 Pseudo-ID-075 1 -0.0709999464869148 0.754042929566591 0.899303492508161 -0.316303437919885 0.588265090572691 NA 1.29529005097477 -2.17379865049008 -0.389140809088875 -0.482290674803991 -0.207155237507618 0.996837636325084 -1.05106817424561 -5.06078932114811 -1.46792663040733 -3.98705735072869 1.16330113213021 0.571578900860871 1.02289473853357 0.520016954917615 -0.666939415739315 1.24049619443017 0.120977399817358 -1.42600940604055 -0.985823582718864 0.335360587609782 -0.636153485772332 0.135220974872872 0.365559953621915 0.54227700036293
Rep1Run01Tag4 Pseudo-ID-012 1 0.15313156277176 -0.206075322128651 0.123920747745935 -0.418300745098469 0.380381398967156 NA -1.12805371228319 -1.02067369522351 0.516036647339403 -1.31914423057618 -0.406799968441484 0.941841610349218 -2.29327330508261 -4.8601411460195 -1.47329859523229 -6.13283467738063 0.920739233627931 -0.345857387640359 0.662487346410268 0.758210322370544 -0.20288518745333 1.66770508436388 0.67923162187653 -0.846652078947172 -1.31206640616208 0.542778336362318 -0.747322998806964 -0.619698890738407 0.356938142312372 1.39044715251424
Rep1Run01Tag5 Pseudo-ID-037 1 -0.193586002387224 -0.564893219341064 0.188612609733172 0.137885993773123 0.62974242216282 NA -0.185180356799514 -1.85232733938035 0.869788718909484 0.270975144250034 -0.124129205370801 0.864752244947744 -2.28943931504654 -4.83526846365122 -1.72356584904193 -4.18097296863953 1.79885815760221 1.28027679420826 0.741692330866053 0.95152277392777 -0.545792590125659 1.66652450044048 -0.540727140034359 -0.885198563042436 -0.939700413901681 0.854950343589807 -0.057230583638935 -0.688931894838169 0.578094023477625 0.67064613486654
Rep1Run01Tag6 Pseudo-ID-110 1 0.143773804036799 0.434667694091685 1.59884054200949 -0.298128778702954 0.719446501483856 NA 1.42230811964774 -1.84839671691023 -0.267191249215725 -0.362674134550539 -0.0166504482940137 1.28719029152716 -1.921814292931 -5.68829144443612 -1.46275358167721 -5.25919123909642 2.0143201897368 0.123037147706407 1.35759328794705 0.571216056890398 -0.0840369537919975 0.625075977014685 -0.454660581576009 -1.25090005504207 -0.021894825221445 0.338422851104386 -1.194359366088 -0.495628728385109 0.284028103278584 0.495827112104424
Rep1Run01Tag7 Pseudo-ID-071 1 -0.644134882907773 -0.719694518498248 1.2673705678644 -0.727727132267436 -0.160652694498842 NA -1.51821745067943 -2.33716925169012 0.0108266385616459 -1.05569812895434 -0.956981883083256 0.838942820090178 -1.29591550369811 -6.59459712056239 -2.83661684421394 -4.38050345947701 1.1011817842515 0.304944441979717 0.4843015065321 0.228923985011124 -2.08056381637317 0.193387763099382 -0.194937055341537 -1.7654810925047 -1.75572166203288 0.203264782168322 -1.28548466409076 0.411073173082518 0.563007138500488 0.974451735820002
Rep1Run01Tag8 Pseudo-ID-112 1 -0.379093589790987 0.199323043269016 0.0231491467200339 -0.527691009438452 -0.427822776310854 NA -0.581824642866619 -1.23880554011432 0.890323758936326 -0.544168411549343 -0.310930655750005 1.64254953012026 -0.787274219583726 -5.37371028701185 -0.76050056620523 -3.19672574133799 1.25708108799021 0.762274597662882 0.567738324129824 0.507091848072588 -0.269430241546501 0.927140914831025 0.891312275230463 -1.05466711877372 -0.980230186479853 1.01026898800111 -0.437353515226382 0.832184712769743 0.74353470296107 -0.442194213108747
Rep1Run02Tag1 Pseudo-ID-049 2 0.111987136030468 NA -0.393707676460695 -0.525861379574995 0.512939702722196 -1.50234651142049 -0.856030298778048 NA -1.00889125133411 -0.201099528462874 -0.868642306699705 1.53159268589547 -2.03438252829359 NA NA -3.63362536762803 1.54247023378432 0.742322096267311 1.07474515401713 0.666526282120199 -0.813712292846597 0.948151789550689 1.68633301376438 -1.23437582199998 -2.43364636097342 1.14501387422589 -1.45881522525413 3.61341272524233 0.249547429374851 0.919740631018685
Rep1Run02Tag2 Pseudo-ID-138 2 0.267967317595052 NA -0.508392366806828 0.248793922017246 0.681468618744971 -1.02182701098098 0.248131613694041 NA 0.833404605986414 0.269077614927206 -0.470125743952261 1.56077847904178 -1.68010905509479 NA NA -2.83864684885025 2.57044758798534 0.433862023312018 1.28052616851764 0.964946870146395 -0.26200053771206 1.79664293171518 0.469990036871753 -0.0980720597945929 -0.882278671830864 1.27576486994737 -1.25132814326371 2.10380662638042 0.503547626454248 0.739442230996754
